Age,Gender,Membership_Years,Login_Frequency,Session_Duration,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Opening_Rate,Customer_Support_Calls,Product_Rating_Average,Social_Media_Engagement,Mobile_App_Usage_Time,Payment_Failures,Credit_Balance,Lifetime_Value,Churned
40,Female,7.1,10,19.200000762939453,7,69.1,6,10,123.98999786376953,38,59,1.899999976158142,9.600000381469727,4,3,17.700000762939453,12.66,4,58.36,1229.94,0
18,Female,3.1,13,26.100000381469727,8.899999618530273,47.7,2,11,107.58000183105469,3,22.9,0.20000000298023224,19,8,4,22.23,21.5,3,69.72,1083.91,1
18,Female,3.7,14,33.5,10.300000190734863,48.4,2,15,123,8,40,3.700000047683716,16.100000381469727,6,4,28.299999237060547,23.299999237060547,3,58.36,1618.51,0
31,Female,1.4,24,50.79999923706055,18,44,5,18,91.91999816894531,55,83.8,2.5,45,4,5,81.5999984741211,26.5,1,58.36,1692.54,0
25,Female,0.9,4,12.399999618530273,3.700000047683716,68.5,1,4,116.38999938964844,78,42.6,7,0,9,1,0,15.5,1,58.36,503.26,0
41,Male,0.7,5,19.5,5.300000190734863,68,2,14,107.77999877929688,20,0,8,1.2000000476837158,4,3,0,13.399999618530273,1,58.36,1356.93,0
27,Female,2,0,20.299999237060547,9.800000190734863,59.8,2,11,103.12000274658203,5,6.5,18.600000381469727,12.5,4,0,3.4000000953674316,17.5,3,54,1096.88,0
21,Female,5.6,9,27.5,8.800000190734863,52.1,4,16,80.87999725341797,42,0,14,14.97,7,5,28.200000762939453,25.600000381469727,1,58.36,1274.7,0
55,Female,1.2,24,50.29999923706055,16,25.2,9,24,108.5199966430664,4,33,11.600000381469727,72.0999984741211,1,5,76.69999694824219,37.79999923706055,1,58.36,3063.29,0
35,Male,4.7,6,14.399999618530273,6.5,80.9,0,6,118.83999633789062,32,35.04,9.5,19.899999618530273,8,1,3.299999952316284,2.9000000953674316,1,69.72,644.58,1
38,Male,2.7,30,45.099998474121094,10.699999809265137,29.6,6,22,144.1699981689453,8,25.8,1.600000023841858,14.800000190734863,5,6,40.79999923706055,27.5,1,58.36,2051.85,0
20,Female,2.7,27,49.70000076293945,14.399999618530273,29.3,11,20,136.0800018310547,81,19.4,0.10000000149011612,43,2,9,65.30000305175781,37.29999923706055,2,69.72,3014.34,1
31,Female,3.3,18,40.099998474121094,12.800000190734863,45.5,7,21,113.36000061035156,39,22.1,2.200000047683716,38,5,8,68.30000305175781,45.20000076293945,2,58.36,1935.29,0
39,Female,3.9,14,19.600000381469727,11.600000381469727,65.3,7,10,218.4600067138672,15,50.9,16.200000762939453,23.299999237060547,8,6,43.5,25.399999618530273,3,58.36,1846.48,0
39,Female,1.3,17,18.899999618530273,8.600000381469727,61.1,7,16,63.279998779296875,40,40.08,5.800000190734863,18.299999237060547,2,4,25.399999618530273,19,4,58.36,684.73,0
42,Male,0.4,17,34.599998474121094,8.5,48.7,8,12,131.02000427246094,16,45.5,7.5,21.200000762939453,3,3,24.399999618530273,21.299999237060547,1,58.36,1709.74,0
30,Male,1.4,16,38.20000076293945,12.15,39.1,3,19,152.88999938964844,43,13.9,7.5,39.099998474121094,4,4,38.5,27.700000762939453,3,58.36,2954.9,0
34,Male,4.4,12,42.099998474121094,13.300000190734863,38.3,8,17,65.22000122070312,10,32.3,5.900000095367432,23.799999237060547,1,2,38.79999923706055,28.799999237060547,2,58.36,1226.33,0
30,Male,5.4,8,27,9,61,3,10,136.05999755859375,24,23.6,6.51,4.599999904632568,9,5,15.399999618530273,19.65,3,240,1585.98,0
60,Female,4.9,27,45.599998474121094,12.15,35.1,0,19,98.08999633789062,59,67.8,21.5,57.79999923706055,3,6,29.41,42.70000076293945,3,58.36,1633.16,0
37,Male,7.5,29,48.900001525878906,15.899999618530273,27.8,14,22,134.10000610351562,34,22.2,5.099999904632568,33.599998474121094,1,10,59,39.599998474121094,5,69.72,3367.15,1
25,Male,4.9,17,27.600000381469727,14.100000381469727,42.1,3,20,172.02999877929688,1,40.8,7.199999809265137,13.100000381469727,7,4,32.79999923706055,19.899999618530273,1,69.72,2672.57,1
47,Male,0.7,1,12.399999618530273,6.25,59.2,0,5,45.349998474121094,9,18.4,4.199999809265137,23,2,0,0,9.399999618530273,2,58.36,257.65,0
23,Male,2.1,4,38.70000076293945,7.699999809265137,47,8,13,77.0999984741211,42,0,3.799999952316284,22.299999237060547,8,6,36.70000076293945,24.100000381469727,1,58.36,1024.65,0
40,Male,1.5,24,31.700000762939453,17,50,0,15,146.7899932861328,51,65.8,4.099999904632568,26.299999237060547,5,6,80.9000015258789,20.100000381469727,4,58.36,2433.74,0
18,Male,0.9,22,39.400001525878906,13.300000190734863,39.1,10,19,86.02999877929688,13,46.1,6.54,30.899999618530273,4,9,23.899999618530273,31.799999237060547,2,58.36,1869.92,0
22,Male,0.7,13,35,11.399999618530273,47.7,7,16,118.19999694824219,21,10.8,11,26,4,5,43.85,29.299999237060547,5,69.72,1671.72,1
40,Male,3.2,18,27,9.899999618530273,51.5,1,11,145.0399932861328,68,62,7.900000095367432,0,1,1,27.200000762939453,7.5,2,58.36,1506.54,0
46,Male,0.7,17,48.599998474121094,15.300000190734863,50.8,12,23,81.05999755859375,59,32.16,6,33.599998474121094,5,3,52.5,31.100000381469727,0,58.36,1256.34,0
40,Female,2.2,26,32.599998474121094,10.5,53.8,8,15,61.150001525878906,4,65,7.599999904632568,33.5,12,5,26.399999618530273,18.100000381469727,2,58.36,935.84,0
36,Male,1.4,0,33,5.099999904632568,75.1,4,6,199.47999572753906,43,47.8,2.0999999046325684,11.600000381469727,6,1,23.899999618530273,19.899999618530273,3,58.36,1133.62,0
39,Male,2.7,17,30.399999618530273,9.800000190734863,41.5,11,14,85.47000122070312,1,12.4,10.199999809265137,20.700000762939453,4,3,45.20000076293945,21.700000762939453,2,58.36,1294.69,0
20,Male,5,24,56.20000076293945,14.5,22.7,9,19,66.29000091552734,66,15.3,8.199999809265137,30.399999618530273,2,5,62.5,33,1,69.72,1339.58,1
29,Female,4.4,14,22.700000762939453,8.600000381469727,35.2,5,14,121.69999694824219,1,9.3,8.300000190734863,3.4000000953674316,5,4,35,24.299999237060547,3,58.36,1851.75,0
32,Male,0.5,15,28,8,55.4,4,14,107.0199966430664,91,33.84,8.699999809265137,11,3,2,16.299999237060547,25.600000381469727,3,58.36,1399.19,0
50,Female,3,0,26.799999237060547,6.25,78.4,1,17,68.54000091552734,3,45.84,6.400000095367432,16.700000762939453,6,1,29.799999237060547,14.800000190734863,2,58.36,837.92,0
42,Male,6,0,30.200000762939453,10.100000381469727,64.3,4,7,122.66000366210938,10,34.1,0.8999999761581421,27.100000381469727,8,2,13.600000381469727,20.200000762939453,2,58.36,907.62,0
18,Male,0.4,14,35.900001525878906,13.199999809265137,51.9,5,16,169.7899932861328,22,26.7,4.400000095367432,38.900001525878906,4,3,41,28.200000762939453,3,69.72,3156.4,1
41,Male,1.7,18,36.5,12.15,44.9,3,16,76.83000183105469,69,0,5.900000095367432,18.899999618530273,3,5,38.599998474121094,36.099998474121094,2,58.36,870.26,0
33,Male,1.4,0,33.599998474121094,6.900000095367432,64,4,8,101.11000061035156,32,26,1.399999976158142,8,4,2,2,19.65,1,58.36,692.85,0
29,Female,0.8,10,19.100000381469727,6.599999904632568,59.5,0,13,204.63999938964844,64,63.48,2.700000047683716,0,9,2,13.100000381469727,21.399999618530273,2,58.36,1852.41,0
39,Male,1.4,0,29.200000762939453,6.800000190734863,52.1,4,9,53.470001220703125,1,34.7,5.300000190734863,20.600000381469727,2,1,54.20000076293945,19.799999237060547,2,58.36,486.6,0
50,Female,4.8,15,33.900001525878906,12.15,34.6,8,15,69.44000244140625,47,23.6,9.5,18.100000381469727,8,4,56.099998474121094,34.79999923706055,2,58.36,1059.04,0
49,Female,1.8,0,13.199999809265137,5.800000190734863,58.6,1,10,198.35000610351562,94,0,10.899999618530273,11.899999618530273,9,2,0.8999999761581421,6.599999904632568,4,0,2134.96,1
27,Male,1.6,9,10.5,7,72.8,1,7,121.16999816894531,44,37.8,6.199999809265137,0,9,2,6.300000190734863,5.300000190734863,1,206,826.32,1
39,Female,2.1,10,39.599998474121094,8.899999618530273,38.9,5,15,217.2100067138672,14,0,17.700000762939453,32,4,1,51.29999923706055,16,2,58.36,2779.71,0
41,Female,3.6,17,20.399999618530273,9.5,51.4,1,10,60.900001525878906,7,0,5.099999904632568,3.200000047683716,4,2,19.600000381469727,19.700000762939453,1,58.36,392.62,0
49,Male,2.1,18,46.900001525878906,14.899999618530273,45.4,9,30,51.36000061035156,3,22.08,1.2999999523162842,22.899999618530273,6,2,25.200000762939453,25.600000381469727,2,58.36,1156.03,0
39,Male,6.3,24,41.400001525878906,12.15,48.1,0,13,104.41000366210938,8,11.4,5.800000190734863,24.700000762939453,5,4,43.29999923706055,39.5,4,58.36,1458.06,0
35,Male,1.7,5,20.799999237060547,6.900000095367432,70.2,3,8,142.88999938964844,9,62.2,6.51,22,7,3,47.20000076293945,12.800000190734863,2,21,1125.37,0
24,Male,3.2,3,22.399999618530273,8.300000190734863,73.5,5,10,103.7699966430664,17,34.92,4.900000095367432,9.300000190734863,4,1,0.20000000298023224,12.300000190734863,1,58.36,984.68,0
23,Male,0.3,26,36.70000076293945,8.300000190734863,46.5,9,14,82.69999694824219,20,60.5,3.4000000953674316,35.20000076293945,4,3,53.70000076293945,32.20000076293945,3,58.36,959.75,0
47,Female,4.8,16,45.70000076293945,12.699999809265137,41.7,7,20,102.41999816894531,14,0,6.54,48.29999923706055,3,4,29.799999237060547,32.900001525878906,2,58.36,1717.65,0
54,Female,4,20,37.400001525878906,15.300000190734863,56.9,7,22,152.75999450683594,12,32.3,0.30000001192092896,30,3,9,33.900001525878906,36.400001525878906,2,58.36,2721.55,0
37,Male,3.8,6,32.79999923706055,10.5,51.2,7,13,119.30000305175781,6,16.9,16.600000381469727,8.800000190734863,7,4,48.400001525878906,10.899999618530273,1,1,1333.02,0
50,Male,1.9,19,33.29999923706055,13,27.4,8,20,141.58999633789062,18,32.04,13.100000381469727,32,5,5,42.70000076293945,27.16,1,58.36,2051.75,0
42,Male,1.5,25,46.20000076293945,11.699999809265137,34.5,9,26,80.2699966430664,25,0,11.399999618530273,30.299999237060547,0,8,68.9000015258789,27.16,1,58.36,1694.95,0
30,Male,1.4,14,39,12.100000381469727,22.1,9,23,153.39999389648438,4,65.64,14.399999618530273,36.599998474121094,3,3,68.5999984741211,36.20000076293945,3,69.72,2763.37,1
42,Male,3.5,6,9,5.900000095367432,76,1,4,159.60000610351562,124,73.8,0.30000001192092896,15.45,7,1,0,2.299999952316284,3,69.72,596.21,1
56,Male,5.4,9,19.600000381469727,9.300000190734863,54.3,5,10,88.02999877929688,53,57.5,3.5,15.45,8,1,0,20.899999618530273,1,58.36,922.74,0
37,Male,4.3,7,19.200000762939453,7.800000190734863,59.8,4,16,107.12999725341797,12,33.2,3.299999952316284,38.5,7,2,40.70000076293945,19,3,58.36,1438.14,0
56,Male,2.6,6,22.899999618530273,5.900000095367432,62.8,2,12,82.54000091552734,25.1,30.84,9.699999809265137,29.200000762939453,7,4,45.5,6.800000190734863,3,58.36,619.33,0
18,Male,0.7,7,23.700000762939453,6.599999904632568,48.1,6,11,83.69000244140625,10,27.2,6.900000095367432,8.899999618530273,11,4,44.20000076293945,20.299999237060547,1,69.72,874.59,1
47,Male,0.9,5,11.199999809265137,1,63.2,0,5,171.1199951171875,36,36.6,1,0,3,0,16.399999618530273,4,2,69.72,716,1
39,Male,9.3,12,23.5,9.5,78.3,6,10,63.25,3,35.8,2.700000047683716,31.399999618530273,5,4,23.200000762939453,21.799999237060547,2,58.36,636.69,0
39,Male,1.2,12,36.70000076293945,9.699999809265137,63.4,3,26,96.0199966430664,8,27.72,6.54,28.200000762939453,4,4,27.899999618530273,31.100000381469727,2,58.36,2284.67,0
39,Male,0.9,17,39.099998474121094,11.199999809265137,30.7,9,18,133.42999267578125,32,61.8,3.0999999046325684,23.899999618530273,3,7,39.099998474121094,36.70000076293945,2,58.36,2162.26,0
18,Female,0.8,5,18.299999237060547,4.099999904632568,68.8,1,3,97.9800033569336,15,12.72,6.51,0,8,0,0,3.200000047683716,5,69.72,175.66,1
35,Female,1.3,12,27,9.300000190734863,61.3,3,6,49.459999084472656,43,75.6,5.300000190734863,0,3,0,27.100000381469727,18.700000762939453,2,58.36,261.59,0
42,Male,1.6,2,13.800000190734863,9.199999809265137,61.8,2,7,70.7300033569336,6,32.1,2.9000000953674316,32.599998474121094,8,0,38,16.799999237060547,3,58.36,441.47,0
55,Male,5.3,18,42.099998474121094,9.5,62,8,25,108.16999816894531,74,61.92,1.899999976158142,41.70000076293945,4,5,36.599998474121094,29.399999618530273,4,58.36,1807.29,0
39,Male,3.6,3,18.5,7,58.5,3,14,82.93000030517578,14,65,7,12.199999809265137,5,2,28.700000762939453,12.300000190734863,2,58.36,1354.28,0
28,Male,0.2,31,37.29999923706055,16.700000762939453,32,0,16,134.24000549316406,67,33.3,3.299999952316284,32,7,6,52.20000076293945,32.5,3,69.72,2308.95,1
31,Male,3.6,32,44.20000076293945,14.5,20.7,4,18,206.6199951171875,11,63.9,5.5,27.600000381469727,2,4,27.200000762939453,27.16,3,58.36,3622.72,0
48,Male,6.3,21,26,12.300000190734863,65.8,1,12,103.08000183105469,61,0,5.5,18.899999618530273,5,3,29.49,13.300000190734863,2,58.36,1129.4,0
41,Male,3.4,23,44.599998474121094,14.199999809265137,46.8,5,15,111.93000030517578,48,25.1,17,39.20000076293945,4,1,35.20000076293945,27.799999237060547,1,58.36,1862.75,0
31,Female,1.2,32,37.099998474121094,14.800000190734863,46.3,5,19,142.4199981689453,29.75,28,2.9000000953674316,32.599998474121094,5,5,22.23,27.16,3,58.36,2893.2,0
44,Female,1.8,6,10,3.5999999046325684,72.2,3,4,136.58999633789062,31,62.4,6.699999809265137,20.700000762939453,5,0,0,12.899999618530273,1,263,512.69,0
39,Female,2.1,14,32.70000076293945,13.199999809265137,46.2,4,18,62.15999984741211,91,47.9,12,35.79999923706055,5,5,45.099998474121094,26.399999618530273,3,58.36,1308.33,0
49,Female,2.5,14,37.099998474121094,9.699999809265137,36,4,20,103.66000366210938,20,31.08,9.899999618530273,30.899999618530273,7,4,28.700000762939453,20.899999618530273,2,58.36,1442.5,0
29,Male,1.9,5,11.600000381469727,6.599999904632568,87.1,0,7,118.0199966430664,57,9.7,2.0999999046325684,0,6,2,9.5,5.599999904632568,3,69.72,846.28,1
34,Female,2.9,24,37.70000076293945,10.600000381469727,45.8,8,31,104.08000183105469,9,92.52,6.46,37.900001525878906,7,4,22.700000762939453,30.200000762939453,0,69.72,2912.08,1
36,Male,3.2,19,34,11.300000190734863,30.7,7,12,180.4600067138672,51,8.3,6.800000190734863,55,6,5,35.900001525878906,29.200000762939453,1,69.72,2106.27,1
20,Female,2.7,9,27.600000381469727,9.899999618530273,50.2,6,21,62.59000015258789,22,98.4,2.4000000953674316,15.45,2,3,44.599998474121094,16.600000381469727,3,58.36,1131.39,0
41,Female,2.3,5,16.5,6.25,90.2,2,4,143.97999572753906,30,5.2,6.45,14.97,4,0,0,4.699999809265137,5,218,622.44,1
41,Male,3.6,9,21.799999237060547,6.199999809265137,69,5,13,85.91000366210938,8,68.5,0.20000000298023224,15.45,6,3,8.300000190734863,24.5,2,58.36,1194.47,0
38,Female,2.5,18,34.400001525878906,12.699999809265137,45.7,5,20,241.1999969482422,13,101.52,12.100000381469727,28.100000381469727,8,3,45.599998474121094,25.200000762939453,1,69.72,3184.95,1
35,Male,2.8,21,40.099998474121094,14.100000381469727,42,9,26,55.459999084472656,42,19.8,5.5,41.70000076293945,3,3,49.20000076293945,34.20000076293945,1,58.36,1467.19,0
21,Male,1.5,0,11.600000381469727,5.400000095367432,80.8,3,8,136.82000732421875,25.1,68.8,2.0999999046325684,2.200000047683716,4,1,28.600000381469727,18.600000381469727,2,58.36,1212.35,0
32,Female,4,1,13.300000190734863,5,73.1,2,16,96.04000091552734,2,57.84,4.699999809265137,14.899999618530273,3,2,4.5,5.800000190734863,1,58.36,1272.3,0
33,Male,6.6,27,48.5,13.5,54.8,7,18,110.48999786376953,29.75,4.9,0.6000000238418579,30.700000762939453,3,6,14.800000190734863,23.200000762939453,1,58.36,2159.92,0
28,Female,5.3,0,26.799999237060547,5.699999809265137,82.7,0,4,106.80000305175781,1,0,1.5,0,9,1,0,11.899999618530273,3,69.72,402.08,1
36,Male,1.2,10,17.299999237060547,2.799999952316284,62.2,1,6,225.02000427246094,32,75.4,8.800000190734863,21.600000381469727,7,3,0.6000000238418579,2.4000000953674316,1,58.36,1160.54,0
42,Male,3.4,7,25.899999618530273,12.199999809265137,62.5,4,10,150.3800048828125,24,71.3,7,23.299999237060547,2,2,4.699999809265137,18.899999618530273,2,58.36,1345.57,0
60,Female,7.7,29,42.29999923706055,12.15,4.9,5,21,138.25999450683594,3,29.8,6.5,44.900001525878906,3,4,57.5,30.100000381469727,0,58.36,2917.77,0
40,Female,4.4,5,15.5,7.099999904632568,63.2,2,9,92.11000061035156,108,66.48,6.400000095367432,4.800000190734863,4,1,2.700000047683716,12.66,3,69.72,769.57,1
41,Male,2.7,20,34,12.100000381469727,46,8,20,78.30999755859375,80,22.8,5.099999904632568,37.400001525878906,4,5,35.400001525878906,26.5,3,58.36,1834.24,0
37,Male,0.9,16,34.400001525878906,12.100000381469727,36.9,5,15,102.9800033569336,23,0,9.5,19.700000762939453,7,2,29.49,19.399999618530273,2,58.36,1339.59,0
39,Female,0.8,3,16.200000762939453,7.699999809265137,68.4,3,6,85.08000183105469,43,47.6,2.200000047683716,8.199999809265137,8,5,8.100000381469727,16.700000762939453,3,58.36,610.16,0
37,Female,4.1,13,36.099998474121094,10.399999618530273,48,4,13,100.29000091552734,76,18.1,18.700000762939453,39.29999923706055,5,4,59.79999923706055,27.700000762939453,2,58.36,1082.06,0
38,Male,9.1,3,27.200000762939453,6.699999809265137,51.9,4,14,111.11000061035156,127,7.2,5.699999809265137,38.29999923706055,7,3,60.599998474121094,16.5,2,58.36,1709.37,0
67,Female,0.8,27,33.5,14.399999618530273,39.5,9,19,86.61000061035156,14,36.8,3.0999999046325684,27.100000381469727,2,6,35.900001525878906,28.799999237060547,2,58.36,1638.41,0
35,Female,1.7,5,11.800000190734863,3.9000000953674316,71.7,1,5,132.77999877929688,3,40.6,3.299999952316284,16.299999237060547,5,1,3.299999952316284,12.66,2,137,700.73,0
41,Male,2.7,6,11.600000381469727,4,76.2,1,6,76.5199966430664,3,20.1,4.199999809265137,0,5,3,22.799999237060547,13.300000190734863,5,58.36,456.07,0
37,Male,1,4,18.399999618530273,4.900000095367432,65.5,0,16,114.62999725341797,23,54,7.599999904632568,0,5,4,34.20000076293945,8.800000190734863,3,0,1849.5,0
23,Male,1.1,12,31.600000381469727,13.100000381469727,45.1,2,17,104.80999755859375,66,50,6.699999809265137,37.79999923706055,5,9,37.79999923706055,26.799999237060547,3,58.36,1495.49,0
51,Female,1.7,8,24,6.5,51.5,5,12,125.33999633789062,34,55.7,3.0999999046325684,37.79999923706055,3,1,69,11.5,2,58.36,1651.78,0
47,Female,2.1,9,16.299999237060547,5.099999904632568,62.3,5,6,121.44999694824219,1,21.6,2.700000047683716,12.800000190734863,8,2,10,15.5,1,58.36,725.92,0
47,Female,1.2,10,27.700000762939453,9.699999809265137,52.9,0,17,123,23,65.76,11.899999618530273,34.900001525878906,7,2,50.29999923706055,11.800000190734863,0,58.36,1812.52,0
27,Female,2.9,7,13.5,5.400000095367432,68.9,2,8,166.72000122070312,2,30.8,11.399999618530273,0.10000000149011612,11,2,0.8999999761581421,11.399999618530273,3,0,1136.39,1
54,Female,7.4,14,25.200000762939453,13.899999618530273,43.6,6,26,135.55999755859375,29,16.44,6.54,20.899999618530273,5,10,29.41,25.600000381469727,2,58.36,2396.66,0
21,Male,0.1,10,21.399999618530273,7.5,69.2,4,6,89,1,0,6.099999904632568,5.699999809265137,9,1,0,22.200000762939453,3,58.36,619.54,0
45,Male,2.3,28,45.70000076293945,15.800000190734863,23.4,11,31,172.64999389648438,29.75,18.96,2.0999999046325684,41.79999923706055,3,8,51.5,29.899999618530273,2,58.36,4964.67,0
64,Male,2.6,5,17,2.0999999046325684,77.3,0,4,124.4000015258789,1,9.6,0.8999999761581421,12.699999809265137,1,0,0,6.699999809265137,2,58.36,443.82,0
26,Other,0.9,10,26.899999618530273,6.900000095367432,67.8,2,6,79.12000274658203,11,26.7,6.400000095367432,2.200000047683716,4,3,13.100000381469727,11.199999809265137,3,0,468.91,0
31,Female,3.3,6,11.300000190734863,6.25,73.6,2,6,122.62999725341797,2,69.5,4,14.199999809265137,10,3,60.099998474121094,20.399999618530273,3,58.36,778.34,0
39,Female,3.4,0,20.700000762939453,6.599999904632568,74.7,2,8,66.66000366210938,12,73.32,0.30000001192092896,15.600000381469727,2,1,28.799999237060547,12.66,3,58.36,446.78,0
31,Male,3.7,8,13,6,70.6,0,4,140.08999633789062,3,16.7,1.7000000476837158,14.97,7,1,29.100000381469727,10,0,0,588.44,0
19,Female,2.3,7,25.399999618530273,8.600000381469727,70.3,0,6,240.66000366210938,0,0,11.100000381469727,12.199999809265137,8,3,37.599998474121094,15.399999618530273,4,58.36,1598.45,0
38,Male,0.8,10,13.399999618530273,7.5,80.6,3,5,83.66000366210938,34,46.5,7.300000190734863,20.399999618530273,8,0,0,0.5,3,58.36,426.96,0
25,Female,9.5,11,27.100000381469727,9.800000190734863,47.3,6,16,139.19000244140625,29.75,35.04,7.699999809265137,20.399999618530273,2,3,16.399999618530273,19.65,2,58.36,1701.84,0
43,Male,3.4,13,26.600000381469727,11.199999809265137,63.1,4,8,96.62000274658203,65,30.3,6.699999809265137,6.300000190734863,5,3,29.399999618530273,19.399999618530273,2,58.36,824.37,0
39,Male,0.9,28,35.79999923706055,8.600000381469727,48,3,20,60.2400016784668,33,18.9,8.399999618530273,29.299999237060547,9,6,15.100000381469727,21.100000381469727,2,0,1147.12,0
39,Male,1.4,8,21,8.399999618530273,50.5,5,9,146.2899932861328,15,28.44,3.799999952316284,6.5,6,1,37.70000076293945,17.200000762939453,1,58.36,1027.46,0
28,Female,1.6,12,15.600000381469727,6.699999809265137,55.6,7,10,97.94999694824219,25.1,46.8,7.699999809265137,32,10,2,0,13.100000381469727,2,58.36,929.28,0
34,Female,0.2,10,12.600000381469727,2.299999952316284,79.8,1,15,73.68000030517578,8,57.2,2.5999999046325684,13.899999618530273,9,0,0.800000011920929,15.399999618530273,2,69.72,976.87,1
47,Male,5.4,9,11.800000190734863,4.300000190734863,91.1,0,8,94.62999725341797,9,29.9,3.700000047683716,14.97,1,2,20.299999237060547,7.300000190734863,4,58.36,792.29,0
23,Female,0.6,8,29.600000381469727,8.5,37.2,5,20,248.52999877929688,6,39.96,0.699999988079071,34.900001525878906,4,3,27.899999618530273,33.20000076293945,2,69.72,3319.56,1
40,Female,2.2,17,35.29999923706055,9.399999618530273,55,3,16,74.30999755859375,15,71.9,6.54,16.899999618530273,5,4,65.0999984741211,28.100000381469727,2,58.36,1397.47,0
53,Female,1.5,18,23.799999237060547,9.399999618530273,70.3,2,7,104.72000122070312,61,16.2,9.100000381469727,0,10,1,14,8.800000190734863,1,69.72,709.07,1
18,Female,1.9,8,18.100000381469727,1.2000000476837158,70.5,0,2,220.1699981689453,5,76.6,8.399999618530273,2.299999952316284,6,1,0,13.5,2,69.72,433.88,1
40,Male,5.2,2,26,6.599999904632568,78.2,0,5,103.91999816894531,1,46.1,3.799999952316284,6.099999904632568,6,1,0,13.5,4,58.36,486.4,0
41,Female,2.5,5,24.200000762939453,7,41.1,3,9,59.88999938964844,12,86.6,12.199999809265137,11.300000190734863,6,4,29.41,12.66,2,58.36,567.09,0
47,Male,1.6,6,20.600000381469727,6.25,60.1,2,4,127.48999786376953,8,78.84,6.199999809265137,21.700000762939453,5,1,11.199999809265137,13.100000381469727,3,58.36,316.61,0
23,Male,1.3,19,31.5,13.5,44.5,8,16,110.41999816894531,130,19.3,4.5,38.599998474121094,3,2,29.100000381469727,30.200000762939453,3,69.72,1480.16,1
22,Female,4.5,0,16.799999237060547,5.800000190734863,54.6,0,8,115.1500015258789,39.46,33.72,6,6.199999809265137,12,0,0,15.300000190734863,1,69.72,748.33,1
44,Male,3.7,7,20.600000381469727,4.900000095367432,59.1,3,10,128.83999633789062,8,70.08,10.800000190734863,7.199999809265137,8,1,0.30000001192092896,17.100000381469727,2,0,1145.79,0
39,Female,4.6,23,45.900001525878906,14.699999809265137,52.4,9,25,100.20999908447266,30,54.6,7.099999904632568,37,4,5,76.80000305175781,33.400001525878906,3,58.36,1715.56,0
41,Male,1.2,5,13.5,6.800000190734863,63.1,5,7,76.05999755859375,42,61.5,9,23.899999618530273,8,3,45.599998474121094,2.200000047683716,5,58.36,428.69,0
42,Male,4.7,3,17.700000762939453,7.400000095367432,59.2,1,8,178.4199981689453,5,20.28,1.100000023841858,3.5999999046325684,10,3,8.5,16.899999618530273,2,58.36,1022.78,0
29,Female,0.1,4,36.20000076293945,9.699999809265137,48.8,6,10,264.0199890136719,25.1,33.3,7.099999904632568,23.799999237060547,3,7,34.5,19.65,2,58.36,2305.4,0
